DOB,Sex,AnimalID,BehMom,Sire,Dam
7/22/15,f,DD00518,DD00340,DD04888,DD00340
10/27/15,m,DD00519,DD02583,DD02053,DD02583
2009-08-15,f,DD00520,DD04299,DD02623,DD04299
7/20/15,m,DD00521,DD02636,DD04912,DD02636
8/15/15,m,DD00522,DD01974,DD02640,DD01974
7/26/15,m,DD00523,DD00843,DD02623,DD00843
2008-12-15,f,DD00524,DD02589,DD05302,DD02589
8/29/15,f,DD00525,DD03720,DD05302,DD03720
2008-12-15,f,DD00526,DD01719,DD04303,DD01719
2007-05-15,f,DD00527,DD02064,DD03204,DD02064
7/22/15,f,DD00528,DD01423,DD03722,DD01423
7/25/15,f,DD00529,DD00398,DD00857,DD00398
7/25/15,f,DD00530,DD04748,DD00857,DD04748
8/20/15,f,DD00531,DD03745,DD03795,DD03745
8/23/15,f,DD00532,DD04969,DD03232,DD04969
8/26/15,m,DD00533,DD01810,DD01418,DD01810
8/29/15,m,DD00534,DD04343,DD05302,DD04343
2008-02-15,m,DD00535,DD02646,DD03199,DD02646
7/13/15,f,DD00536,DD05458,DD02616,DD05458
2010-08-15,f,DD00537,DD03527,DD00647,DD03527
2007-12-17,m,DD00538,DD02635,DD00367,DD02635
6/28/16,f,DD00539,DD05589,DD01481,DD05589
2009-10-16,m,DD00540,DD02045,DD02055,DD02045
7/28/16,m,DD00541,DD05001,DD04949,DD05001
7/15/16,m,DD00542,DD01430,DD01467,DD01430
6/30/16,f,DD00543,DD00911,DD01497,DD00911
7/18/17,f,DD00544,DD01423,DD04365,DD01423
2007-07-17,f,DD00545,DD03736,DD00900,DD03736
2007-07-17,f,DD00546,DD01430,DD01467,DD01430
2008-07-17,m,DD00547,DD02264,DD00939,DD02264
8/13/16,m,DD00548,DD04969,DD01468,DD04969
2008-07-17,m,DD00549,DD00477,DD02358,DD00477
7/24/16,f,DD00550,DD03245,DD03226,DD03245
8/19/17,m,DD00551,DD03169,DD02358,DD03169
8/24/16,m,DD00552,DD00326,DD03217,DD00326
6/17/17,f,DD00553,DD04428,DD00325,DD04428
7/20/17,m,DD00554,DD02065,DD04986,DD02065
2009-07-17,M,DD00555,DD00385,DD00367,DD00385
2007-05-16,f,DD00556,DD05007,DD05296,DD05007
8/13/17,m,DD00557,DD01930,DD00367,DD01930
1/1/56,f,DD00558,NA,NA,NA
1/1/56,m,DD00559,NA,NA,NA
1/1/54,f,DD00560,NA,NA,NA
1/1/52,m,DD00561,NA,NA,NA
1/1/56,f,DD00562,NA,NA,NA
1/1/56,f,DD00563,NA,NA,NA
1/1/55,f,DD00564,NA,NA,NA
1/1/55,m,DD00565,NA,NA,NA
1/1/56,m,DD00566,NA,NA,NA
1/1/53,f,DD00567,NA,NA,NA
3/31/92,m,DD00568,DD10938,NA,DD10938
3/14/93,m,DD00569,DD11211,NA,NA
1/19/94,f,DD00570,DD06355,DD09253,DD06355
1/9/95,m,DD00571,DD11855,DD11159,DD11855
2/24/95,m,DD00572,DD11492,DD11145,DD11492
1/28/96,f,DD00573,DD06546,DD11598,DD06546
1/19/97,f,DD00574,DD12172,DD09264,DD12172
1/2/97,m,DD00575,DD11141,DD09790,DD11141
4/22/98,f,DD00576,DD11599,DD11598,DD11599
5/22/98,m,DD00577,DD06818,DD11754,DD06818
1/14/99,m,DD00578,DD00009,DD12328,DD10853
2/23/99,f,DD00579,DD10853,DD02866,DD00009
11/17/99,m,DD00580,DD01884,DD12251,DD01884
1/14/00,m,DD00581,DD10897,DD12140,DD10897
12/9/00,m,DD00582,DD11327,DD01883,DD11327
12/24/01,m,DD00583,DD11603,DD12346,DD11603
11/26/01,f,DD00584,DD03449,DD03573,DD03449
10/25/02,f,DD00585,DD00781,DD04274,DD00781
2/22/04,f,DD00586,DD10992,DD05344,DD10992
2012-07-03,f,DD00587,DD11710,DD01883,DD11710
1/1/52,f,DD00588,NA,NA,NA
1/1/56,f,DD00589,NA,NA,NA
1/1/56,f,DD00590,NA,NA,NA
1/1/56,m,DD00591,NA,NA,NA
1/1/56,f,DD00592,NA,NA,NA
1/1/56,f,DD00593,NA,NA,NA
1/1/53,f,DD00594,NA,NA,NA
1/1/52,f,DD00595,NA,NA,NA
1/1/56,f,DD00596,NA,NA,NA
1/1/52,f,DD00597,NA,NA,NA
1/14/92,m,DD00598,DD11174,NA,NA
12/22/92,f,DD00599,DD07833,NA,NA
1/5/94,f,DD00600,DD11152,DD07939,DD11152
3/1/95,m,DD00601,DD10945,NA,DD10945
1/10/95,m,DD00602,DD06816,DD11294,DD06816
3/18/96,f,DD00603,DD12128,DD11503,DD12128
12/26/96,m,DD00604,DD06437,DD12024,DD06437
1/7/97,f,DD00605,DD11076,DD11445,DD11076
11/21/97,f,DD00606,DD12096,DD11445,DD12096
1/29/98,f,DD00607,DD06960,DD04731,DD06960
1/14/99,m,DD00608,DD11602,NA,DD11602
11/9/98,f,DD00609,DD10960,DD12145,DD10960
12/20/99,f,DD00610,DD12018,NA,DD12018
1/19/00,m,DD00611,DD01118,DD12256,DD01118
12/7/00,f,DD00612,DD02253,DD05164,DD02253
1/20/02,f,DD00613,DD05314,DD03450,DD05314
12/19/01,m,DD00614,DD04271,DD11982,DD04271
12/21/02,f,DD00615,DD12100,DD02524,DD12100
2011-10-03,f,DD00616,DD04801,DD04764,DD04801
2011-12-03,m,DD00617,DD04126,DD12328,DD04126
1/1/55,f,DD00618,NA,NA,NA
1/1/55,m,DD00619,NA,NA,NA
1/1/55,f,DD00620,NA,NA,NA
1/1/56,m,DD00621,NA,NA,NA
1/1/55,m,DD00622,NA,NA,NA
1/1/56,f,DD00623,NA,NA,NA
1/1/55,m,DD00624,NA,NA,NA
1/1/55,m,DD00625,NA,NA,NA
1/1/52,f,DD00626,NA,NA,NA
1/1/52,f,DD00627,NA,NA,NA
1/18/92,m,DD00628,DD02487,NA,NA
2/8/93,f,DD00629,DD11174,NA,NA
12/12/93,m,DD00630,DD11865,DD09253,DD11865
2/15/95,m,DD00631,DD06884,DD11159,DD06884
1/30/95,m,DD00632,DD10953,DD05843,DD10953
2/24/96,f,DD00633,DD05222,DD11503,DD05222
12/15/96,f,DD00634,DD06133,DD08660,DD06133
1/20/97,f,DD00635,DD11981,DD11982,DD11981
12/3/97,m,DD00636,DD11585,DD10026,DD11585
12/11/97,m,DD00637,DD11460,DD06450,DD11460
12/20/98,f,DD00638,DD12023,DD01732,DD12023
1/1/99,f,DD00639,DD11491,DD12251,DD11491
12/11/99,m,DD00640,DD10992,DD03566,DD10992
11/11/99,m,DD00641,DD09274,DD04731,DD09274
11/27/00,m,DD00642,DD02439,DD12349,DD02439
10/29/01,m,DD00643,DD00654,DD05164,DD00654
11/26/01,f,DD00644,DD11141,DD11702,DD11141
12/22/02,f,DD00645,DD11728,DD02255,DD11728
2/23/04,m,DD00646,DD07078,DD12167,DD07078
2012-03-03,m,DD00647,DD06919,DD02255,DD06919
1/1/52,f,DD00648,NA,NA,NA
1/1/53,f,DD00649,NA,NA,NA
1/1/57,m,DD00650,DD06453,NA,NA
1/8/92,f,DD00651,DD06487,DD08660,NA
1/11/93,f,DD00652,DD10897,DD08660,DD10897
12/22/93,f,DD00653,DD11478,DD10880,DD11478
1/4/95,f,DD00654,DD06577,DD09790,DD06577
3/16/95,m,DD00655,DD03626,NA,DD03626
1/1/96,m,DD00656,DD12096,DD11337,DD12096
1/22/97,f,DD00657,DD00158,DD11598,DD00158
1/17/97,f,DD00658,DD10897,DD11734,DD10897
3/23/98,m,DD00659,DD11996,DD05843,DD11996
12/4/97,m,DD00660,DD12109,DD11430,DD12109
4/12/99,m,DD00661,DD03449,DD11598,DD03449
2/22/99,m,DD00662,DD11497,DD11598,DD11497
12/19/99,m,DD00663,DD00099,NA,DD00099
12/17/99,m,DD00664,DD10988,DD12256,DD10988
12/26/00,m,DD00665,DD00751,DD12037,DD00751
2011-08-01,f,DD00666,DD01852,DD03452,DD01852
2012-01-01,m,DD00667,DD10988,DD11445,DD10988
1/25/03,f,DD00668,DD12265,DD03573,DD12265
1/19/04,m,DD00669,DD01118,DD03423,DD01118
1/14/04,m,DD00670,DD00039,DD00221,DD00039
2/21/92,m,DD00671,DD10897,DD06571,DD10897
12/21/92,m,DD00672,DD10927,DD06549,DD10927
2/1/94,f,DD00673,DD11606,DD10047,DD11606
12/9/94,m,DD00674,DD11449,DD11734,DD11449
12/13/94,f,DD00675,DD11174,DD06894,DD11174
3/25/96,f,DD00676,DD06816,DD11503,DD06816
2/3/97,f,DD00677,DD11591,DD12019,DD11591
3/20/97,f,DD00678,DD12266,DD11430,DD12266
4/2/98,f,DD00679,DD06437,DD12181,DD06437
12/26/97,m,DD00680,DD12178,DD11003,DD12178
12/12/98,f,DD00681,DD12134,DD11735,DD12134
11/30/98,f,DD00682,DD06763,DD03566,DD06763
3/25/00,f,DD00683,DD05398,DD03566,DD05398
1/12/00,f,DD00684,DD12108,DD05788,DD12108
2001-01-01,m,DD00685,NA,DD01943,DD12128
11/17/01,f,DD00686,DD04582,DD01238,DD04582
3/15/02,f,DD00687,DD04853,DD11598,DD04853
2012-08-02,f,DD00688,DD11214,DD12145,DD11214
2003-01-04,m,DD00689,DD12126,DD00221,DD12126
2012-08-03,f,DD00690,DD05313,DD11213,DD05313
2/27/92,m,DD00691,DD11480,NA,NA
1/29/93,m,DD00692,DD11018,DD04051,DD11018
2/15/94,f,DD00693,DD10960,DD04170,DD10960
3/18/95,m,DD00694,DD11981,DD11353,DD11981
1/30/95,f,DD00695,DD10897,DD06771,DD10897
12/20/95,f,DD00696,DD11972,DD11735,DD11972
2/1/97,f,DD00697,DD10085,DD12019,DD10085
1/12/97,f,DD00698,DD03628,DD11199,DD03628
5/8/98,f,DD00699,DD01148,DD04209,DD01148
3/24/98,m,DD00700,DD11018,DD06528,DD11018
11/20/98,f,DD00701,DD10988,DD12181,DD10988
3/8/99,m,DD00702,DD11774,DD06608,DD11774
12/28/99,m,DD00703,DD05226,DD06608,DD05226
12/16/99,f,DD00704,DD02957,DD11778,DD02957
1/17/01,m,DD00705,DD03106,NA,NA
2012-04-01,f,DD00706,DD12332,DD05164,DD12332
12/20/01,f,DD00707,DD04641,DD12346,DD04641
12/19/02,f,DD00708,DD02315,DD00221,DD02315
2012-01-03,f,DD00709,DD10988,DD12167,DD10988
12/17/03,m,DD00710,DD05203,DD12024,DD05203
3/1/92,m,DD00711,DD11356,NA,NA
1/20/93,m,DD00712,DD06562,DD10941,DD06562
2/3/94,f,DD00713,DD11595,NA,NA
1/7/95,f,DD00714,DD06666,DD11159,DD06666
2/3/95,m,DD00715,DD11381,DD07089,DD11381
1/8/96,m,DD00716,DD12134,DD11778,DD12134
2/25/97,m,DD00717,DD11292,DD12161,DD11292
1/10/97,f,DD00718,DD11603,DD11034,DD11603
12/14/97,m,DD00719,DD12257,DD11445,DD12257
12/12/97,m,DD00720,DD02957,DD06528,DD02957
12/28/98,f,DD00721,DD01208,DD07092,DD01208
12/22/98,f,DD00722,DD12022,DD11736,DD12022
1/7/00,m,DD00723,DD07878,DD07092,DD07878
1/26/00,f,DD00724,DD06562,DD01761,DD06562
12/22/00,m,DD00725,DD04182,DD12251,DD04182
2012-08-01,m,DD00726,DD00188,DD12185,DD00188
2011-06-01,f,DD00727,DD00651,DD12145,DD00651
11/22/02,f,DD00728,DD11141,DD01331,DD11141
2012-07-03,f,DD00729,DD04651,DD11430,DD04651
2011-04-03,f,DD00730,DD03660,DD03482,DD03660
2/19/92,m,DD00731,DD10956,DD03100,DD10956
11/21/92,m,DD00732,DD10960,DD06608,DD10960
2/5/94,f,DD00733,DD11592,DD06879,DD11592
1/30/95,f,DD00734,DD06140,DD11734,DD06140
12/16/94,m,DD00735,DD11218,DD07056,DD11218
1/16/96,f,DD00736,DD05244,DD06483,DD05244
1/27/97,f,DD00737,DD11595,DD12181,DD11595
12/26/96,f,DD00738,DD11972,DD11192,DD11972
11/25/97,m,DD00739,DD00218,DD06897,DD00218
1/11/98,m,DD00740,DD11959,DD09264,DD11959
11/20/98,m,DD00741,DD12266,DD11778,DD12266
2/28/99,m,DD00742,DD06140,DD12141,DD06140
1/23/00,m,DD00743,DD11607,DD12346,DD11607
11/11/99,f,DD00744,DD12169,DD12349,DD12169
12/18/00,m,DD00745,DD00039,DD01943,DD00039
2012-06-01,f,DD00746,DD05343,DD12328,DD05343
4/30/02,f,DD00747,DD02869,DD12185,DD02869
11/28/02,m,DD00748,DD04182,DD11702,DD04182
11/30/03,m,DD00749,DD03542,DD04240,DD03542
2012-08-03,m,DD00750,DD06561,DD01883,DD06561
4/7/92,f,DD00751,DD11509,DD11012,DD11509
12/14/92,m,DD00752,DD10952,DD06881,DD10952
3/19/94,f,DD00753,DD10958,NA,NA
1/30/95,m,DD00754,DD12118,DD10872,DD12118
2/19/95,m,DD00755,DD12012,DD11503,DD12012
2/5/96,f,DD00756,DD11218,DD07092,DD11218
2/11/97,m,DD00757,DD11791,DD07939,DD11791
4/3/97,m,DD00758,DD03627,DD10875,DD03627
2/13/98,m,DD00759,DD11210,DD11034,DD11210
11/22/97,m,DD00760,DD11728,DD12167,DD11728
1/12/99,m,DD00761,DD11465,DD11156,DD01358
12/16/98,m,DD00762,DD04703,DD06450,DD04703
1/25/00,m,DD00763,DD11937,DD12261,DD11937
2/24/00,f,DD00764,DD12340,DD10948,DD12340
12/14/00,f,DD00765,DD01826,DD10941,DD01826
2001-09-02,m,DD00766,DD05261,DD11702,DD11518
2012-01-01,m,DD00767,DD01763,DD10875,DD01763
1/23/03,m,DD00768,DD07067,DD12300,DD07067
2001-03-04,m,DD00769,DD11585,DD00221,DD11585
2/15/04,m,DD00770,DD11868,DD02866,NA
1/1/38,f,DD00771,NA,NA,NA
3/1/92,f,DD00772,DD11477,DD10880,DD11477
3/14/93,m,DD00773,DD11585,DD05829,DD11585
1/31/94,m,DD00774,DD03039,DD11503,NA
2/14/95,m,DD00775,DD10933,DD11159,DD10933
2/6/95,m,DD00776,DD06677,DD11503,DD06677
1/22/96,m,DD00777,DD11668,DD06549,DD11668
1/3/97,m,DD00778,DD10882,DD11199,DD10882
12/6/96,m,DD00779,DD07075,DD10026,DD07075
1/12/98,f,DD00780,DD12163,DD07083,DD12163
12/26/97,f,DD00781,DD11381,DD02866,DD11381
12/18/98,m,DD00782,DD05226,DD11820,DD05226
12/22/98,f,DD00783,DD05314,DD11437,DD05314
11/17/99,f,DD00784,DD10882,DD11598,DD10882
2/14/00,f,DD00785,DD06211,DD00671,DD06211
1/19/01,m,DD00786,DD12178,DD12181,DD12178
1/17/02,m,DD00787,DD11518,DD10875,DD05261
11/23/01,m,DD00788,DD04120,DD04270,DD04120
2011-04-02,m,DD00789,DD11938,DD11734,DD11938
2011-02-03,m,DD00790,DD12096,DD03051,DD12096
2012-07-03,f,DD00791,DD02844,DD03051,DD02844
3/27/67,f,DD00792,DD00214,NA,NA
10/26/04,m,DD00793,DD01091,DD03051,DD01091
11/28/04,m,DD00794,DD04651,DD04276,DD04651
12/13/04,m,DD00795,DD02844,DD00221,DD02844
11/26/04,f,DD00796,DD01803,DD04764,DD01803
2012-09-04,f,DD00797,DD00039,DD00288,DD00039
2001-08-05,m,DD00798,DD01118,DD03573,DD01118
10/21/04,m,DD00799,DD03552,DD00641,DD03552
9/30/04,m,DD00800,DD02993,DD00221,DD02993
12/25/04,m,DD00801,DD02910,DD07096,DD02910
10/28/04,f,DD00802,DD00140,DD00221,DD00140
3/18/67,m,DD00803,DD05867,NA,NA
11/16/04,f,DD00804,DD05442,DD00632,DD05442
2011-07-04,m,DD00805,DD01864,DD04240,DD01864
2010-12-04,m,DD00806,DD02475,DD00288,DD02475
11/14/04,f,DD00807,DD00675,DD05164,DD00675
2011-11-05,f,DD00808,DD04129,DD11857,DD04129
2011-02-05,m,DD00809,DD02534,DD00725,DD02534
10/25/05,f,DD00810,DD04189,DD01364,DD04189
2011-09-05,m,DD00811,DD00197,DD00759,DD00197
11/15/05,m,DD00812,DD05445,DD04276,DD05445
2011-12-05,m,DD00813,DD04215,DD04581,DD04215
4/1/67,m,DD00814,DD06589,NA,NA
11/21/05,f,DD00815,DD12004,DD00260,DD12004
2011-12-05,m,DD00816,DD04271,DD03573,DD04271
10/25/05,m,DD00817,DD03016,DD01095,DD03016
2011-04-05,f,DD00818,DD11214,DD03026,DD11214
10/31/05,m,DD00819,DD01251,DD03026,DD01251
10/22/05,f,DD00820,DD01122,DD04276,DD01122
10/30/05,m,DD00821,DD00218,DD00641,DD00218
11/23/05,f,DD00822,DD00772,DD00289,DD00772
11/24/05,m,DD00823,DD11938,DD00289,DD11938
10/25/05,f,DD00824,DD11477,DD00289,DD11477
2/28/67,f,DD00825,DD10987,NA,NA
10/30/06,m,DD00826,DD01854,DD00641,DD01854
9/25/06,f,DD00827,DD04801,DD03573,DD04801
12/25/06,f,DD00828,DD00606,DD00136,DD00606
2010-11-06,m,DD00829,DD01684,DD03548,DD01684
10/31/06,m,DD00830,DD01091,DD01867,DD01091
2010-03-06,m,DD00831,DD00141,DD00288,DD00141
2010-09-06,m,DD00832,DD01833,DD00571,DD01833
10/21/06,m,DD00833,DD04861,DD02842,DD04861
2011-06-06,m,DD00834,DD04862,DD00641,DD04862
2002-07-07,m,DD00835,DD00609,DD00659,DD00609
3/2/67,m,DD00836,DD00096,NA,NA
2011-06-06,f,DD00837,DD01126,DD00288,DD01126
10/13/06,f,DD00838,DD03630,DD02842,DD03630
10/17/06,f,DD00839,DD04836,DD04710,DD04836
9/21/06,f,DD00840,DD04038,DD00221,DD04038
10/17/06,f,DD00841,DD01336,DD04732,DD01336
10/29/06,m,DD00842,DD02844,DD00221,DD02844
10/28/06,f,DD00843,DD01365,DD01893,DD01365
11/29/06,f,DD00844,DD01163,DD04581,DD01163
2011-01-06,f,DD00845,DD05261,DD01362,DD05261
11/30/06,m,DD00846,DD04611,DD00261,DD04611
3/7/67,m,DD00847,DD10835,NA,NA
9/26/07,m,DD00848,DD02314,DD01301,DD02314
2010-04-07,m,DD00849,DD04651,DD02875,DD04651
11/18/07,m,DD00850,DD04618,DD01281,DD04618
10/29/07,m,DD00851,DD05349,DD03696,DD05349
2012-09-07,f,DD00852,DD11455,DD01245,DD11455
9/24/07,m,DD00853,DD01899,DD05296,DD01899
2010-11-07,m,DD00854,DD00218,DD03026,DD01122
10/25/07,m,DD00855,DD04212,DD01922,DD04212
2011-04-07,m,DD00856,DD04836,DD01328,DD04836
2009-12-07,m,DD00857,DD01925,DD00221,DD01925
2/28/67,f,DD00858,DD10971,NA,NA
10/18/08,f,DD00859,DD01249,DD02295,DD01249
2011-03-08,f,DD00860,DD02510,DD03450,DD02510
10/26/08,f,DD00861,DD03633,DD02875,DD03633
10/29/08,m,DD00862,DD02945,DD02295,DD02945
9/16/08,f,DD00863,DD04748,DD01687,DD04748
2011-08-08,f,DD00864,DD04247,DD03450,DD04247
2010-02-08,f,DD00865,DD02915,DD01687,DD02915
2010-12-08,m,DD00866,DD01680,DD00632,DD01680
2012-09-08,m,DD00867,DD01712,DD02295,DD01712
10/29/08,m,DD00868,DD00695,DD01687,DD00695
1/9/67,m,DD00869,DD00060,NA,NA
9/20/08,f,DD00870,DD02352,DD04863,DD02352
2010-08-08,f,DD00871,DD04640,DD00073,DD04640
11/29/08,m,DD00872,DD11996,DD04732,DD11996
10/21/08,f,DD00873,DD02315,DD01306,DD02315
9/22/08,m,DD00874,DD00584,DD02358,DD00584
9/29/08,f,DD00875,DD03676,DD01805,DD03676
2012-04-08,f,DD00876,DD03634,DD01306,DD03634
10/24/08,f,DD00877,DD03486,DD03548,DD03486
2011-08-08,m,DD00878,DD03497,DD01682,DD03497
2011-07-08,m,DD00879,DD01385,DD04274,DD01385
4/12/67,f,DD00880,DD10969,NA,NA
2008-10-09,m,DD00881,DD00807,DD02453,DD00807
9/19/09,f,DD00882,DD03155,DD02295,DD03155
9/23/09,m,DD00883,DD00652,DD00632,DD00652
2011-02-09,f,DD00884,DD02571,DD11851,DD02571
8/29/09,m,DD00885,DD00675,DD04863,DD00675
9/22/09,f,DD00886,DD00053,DD04072,DD00053
2011-09-09,f,DD00887,DD02885,DD03430,DD02885
2009-12-09,f,DD00888,DD00658,DD00632,DD00658
9/25/09,f,DD00889,DD02945,DD04072,DD02945
9/24/09,m,DD00890,DD04614,DD04072,DD04614
4/23/66,m,DD00891,DD05845,NA,NA
11/30/09,m,DD00892,DD04296,DD00617,DD04296
11/19/09,f,DD00893,DD02271,DD04682,DD02271
9/17/09,m,DD00894,DD01884,DD03436,DD01884
9/26/09,m,DD00895,DD05445,DD05296,DD05445
9/13/09,f,DD00896,DD02884,DD00742,DD02884
9/27/09,f,DD00897,DD00610,DD05290,DD00610
11/18/09,f,DD00898,DD02264,DD01867,DD02264
2001-07-10,f,DD00899,DD12184,DD03548,DD12184
10/28/09,m,DD00900,DD04640,DD00083,DD04640
10/28/09,m,DD00901,DD04829,DD05209,DD04829
2/28/67,f,DD00902,DD11895,NA,NA
10/24/09,f,DD00903,DD01383,DD04732,DD01383
2010-07-09,f,DD00904,DD01712,DD05413,DD01712
10/27/09,f,DD00905,DD05442,DD03430,DD05442
9/21/09,f,DD00906,DD00797,DD01868,DD00797
10/27/09,f,DD00907,DD04611,DD01868,DD04611
10/24/09,f,DD00908,DD01383,DD04732,DD01383
10/14/09,m,DD00909,DD01091,DD01867,DD01091
9/29/09,f,DD00910,DD04883,DD01162,DD04883
1/31/10,f,DD00911,DD12340,DD00115,DD12340
9/27/10,m,DD00912,DD00026,DD04072,DD00026
3/31/67,m,DD00913,DD11635,NA,NA
10/22/10,m,DD00914,DD04618,DD00659,DD04618
9/26/10,f,DD00915,DD00820,DD00726,DD00820
10/15/10,f,DD00916,DD00017,DD04879,DD00017
10/21/10,m,DD00917,DD03016,DD02358,DD03016
2012-03-10,f,DD00918,DD02264,DD02358,DD02264
10/24/10,f,DD00919,DD03497,DD04879,DD03497
2012-01-10,f,DD00920,DD05388,DD00789,DD05388
10/18/10,f,DD00921,DD05343,DD03455,DD05343
2010-02-10,f,DD00922,DD03724,DD00083,DD03724
2012-11-10,m,DD00923,DD12021,DD00083,DD12021
2/23/67,m,DD00924,DD12247,NA,NA
2009-02-11,f,DD00925,DD02545,DD02390,DD02545
9/26/11,m,DD00926,DD01408,DD00789,DD01408
9/22/11,m,DD00927,DD03153,DD04597,DD03153
9/24/11,m,DD00928,DD00690,DD01690,DD00690
8/13/11,f,DD00929,DD00843,DD00799,DD00843
2009-04-11,f,DD00930,DD05211,DD00617,DD05211
10/17/11,m,DD00931,DD02930,DD00617,DD02930
9/26/11,m,DD00932,DD04227,DD02390,DD04227
2010-04-11,m,DD00933,DD01899,DD00742,DD01899
9/17/11,m,DD00934,DD04925,DD00177,DD04925
2/2/67,f,DD00935,DD11112,NA,NA
9/24/11,f,DD00936,DD04316,DD05391,DD04316
11/25/11,m,DD00937,DD02885,DD03464,DD02885
2010-01-11,f,DD00938,DD01385,DD02295,DD01385
9/22/11,m,DD00939,DD03731,DD01375,DD03731
9/13/11,f,DD00940,DD04247,DD03464,DD04247
9/21/11,f,DD00941,DD01358,DD02974,DD01358
9/22/11,m,DD00942,DD02844,DD00145,DD02844
2009-10-11,m,DD00943,DD01386,DD02543,DD01386
2009-03-11,f,DD00944,DD02382,DD00817,DD02382
9/14/11,f,DD00945,DD03542,DD01248,DD03542
9/21/12,m,DD00946,DD01426,DD03464,DD01426
2010-04-12,m,DD00947,DD02264,DD01252,DD02264
2008-09-12,m,DD00948,DD00820,DD04076,DD00820
2009-02-12,m,DD00949,DD05211,DD02446,DD05211
2008-05-12,f,DD00950,DD00360,DD02505,DD00360
2010-02-12,m,DD00951,DD02884,DD03696,DD02884
10/14/12,f,DD00952,DD00229,DD00799,DD00229
2010-08-12,f,DD00953,DD01123,DD05392,DD01123
8/29/12,m,DD00954,DD03437,DD05302,DD03437
2010-05-12,f,DD00955,DD04690,DD01306,DD04690
3/23/67,f,DD00956,DD11404,NA,NA
2010-09-12,f,DD00957,DD03207,DD00110,DD03207
9/30/12,m,DD00958,DD03188,DD00083,DD03188
2009-11-12,m,DD00959,DD02995,DD04292,DD02995
2009-05-12,m,DD00960,DD04659,DD04076,DD04659
8/13/12,f,DD00961,DD00839,DD00726,DD00839
8/21/12,m,DD00962,DD04136,DD00647,DD04136
2010-02-12,f,DD00963,DD02589,DD03140,DD02589
2010-02-12,m,DD00964,DD01390,DD01682,DD01390
8/13/12,m,DD00965,DD00326,DD00817,DD00326
2009-03-12,f,DD00966,DD02621,DD03423,DD02621
3/2/67,f,DD00967,DD00563,NA,NA
9/18/12,m,DD00968,DD02349,DD01252,DD02349
10/15/12,f,DD00969,DD04801,DD02295,DD04801
2010-08-12,f,DD00970,DD01385,DD02543,DD01385
9/27/12,f,DD00971,DD01960,DD01409,DD01960
2009-09-12,f,DD00972,DD05180,DD00821,DD05180
8/30/12,f,DD00973,DD05477,DD03464,DD05477
2009-02-12,f,DD00974,DD01407,DD04304,DD01407
2010-02-12,f,DD00975,DD00863,DD00830,DD00863
8/19/12,m,DD00976,DD00317,DD01409,DD00317
8/21/13,m,DD00977,DD03749,DD05268,DD03749
3/3/67,f,DD00978,DD12237,NA,NA
2009-05-13,m,DD00979,DD04320,DD04138,DD04320
2008-05-13,f,DD00980,DD03747,DD03728,DD03747
8/25/13,m,DD00981,DD01400,DD00789,DD01400
9/24/13,f,DD00982,DD01971,DD05391,DD01971
7/21/13,f,DD00983,DD01864,DD00221,DD01864
7/28/13,f,DD00984,DD03142,DD04896,DD03142
8/31/13,m,DD00985,DD00317,DD01869,DD00317
7/22/13,m,DD00986,DD03750,DD03728,DD03750
8/20/13,m,DD00987,DD01999,DD04888,DD01999
8/18/13,m,DD00988,DD02622,DD00083,DD02622
2/9/67,m,DD00989,DD10830,NA,NA
2009-03-13,f,DD00990,DD04975,DD05487,DD04975
2009-03-13,m,DD00991,DD05420,DD01982,DD05420
2009-06-13,f,DD00992,DD02264,DD02362,DD02264
8/25/13,m,DD00993,DD04978,DD00770,DD04978
9/28/13,m,DD00994,DD01358,DD03172,DD01358
2008-05-13,m,DD00995,DD05538,DD03728,DD05538
9/28/13,f,DD00996,DD01412,DD02390,DD01412
9/30/13,f,DD00997,DD02636,DD04912,DD02636
8/17/13,m,DD00998,DD01403,DD01309,DD01403
2009-06-13,f,DD00999,DD02844,DD00316,DD02844
3/13/67,f,DD01000,DD12199,NA,NA
8/23/14,f,DD01001,DD01969,DD00346,DD01969
2010-03-14,m,DD01002,DD03495,DD01416,DD03495
8/24/14,f,DD01003,DD04875,DD00346,DD04875
8/26/14,f,DD01004,DD01971,DD05482,DD01971
9/17/14,m,DD01005,DD03701,DD00583,DD03701
7/23/14,m,DD01006,DD01404,DD04198,DD01404
8/17/14,m,DD01007,DD03231,DD02295,DD03231
7/22/14,f,DD01008,DD04967,DD00325,DD04967
2009-04-14,f,DD01009,DD05261,DD03740,DD05261
9/23/14,f,DD01010,DD04188,DD01416,DD04188
3/6/67,m,DD01011,DD11399,NA,NA
8/18/14,f,DD01012,DD02092,DD05484,DD02092
2011-08-14,m,DD01013,DD04380,DD00848,DD04380
2009-04-14,m,DD01014,DD03128,DD01893,DD03128
2009-11-14,f,DD01015,DD02065,DD01406,DD02065
9/19/14,m,DD01016,DD01981,DD01968,DD01981
8/29/14,f,DD01017,DD01996,DD01406,DD01996
9/21/14,m,DD01018,DD00808,DD01893,DD00808
2010-06-14,m,DD01019,DD02945,DD00817,DD02945
2009-12-14,f,DD01020,DD02483,DD02570,DD02483
12/15/14,m,DD01021,DD05412,DD04107,DD05412
2/10/67,m,DD01022,DD07109,NA,NA
7/26/15,m,DD01023,DD01400,DD01416,DD01400
6/22/15,f,DD01024,DD05545,DD04365,DD05545
